customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3412-IFVEI,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,85.7,1371.2,No
5858-OGKJD,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.03,1062.27,Yes
1829-XSYMN,Female,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.49,175.41,No
6242-PHNVM,Female,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.79,473.06,No
5771-WJJYY,Male,1,Yes,No,3,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,111.61,334.83,No
6121-ZBJLN,Female,1,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.03,855.27,Yes
7431-LCHUN,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.74,657.4,No
9567-GWLSU,Male,1,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),84.35,168.7,No
5057-CLJCX,Female,0,No,Yes,14,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.26,1459.64,No
2745-MDFVG,Female,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.18,649.06,Yes
6323-SHFFE,Male,1,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),101.96,7137.2,No
6871-NJCFC,Female,1,No,Yes,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,56.5,452.0,No
2097-SLYQX,Male,1,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.91,2263.14,No
4642-GIHJM,Male,1,No,Yes,16,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.75,1484.0,No
0367-MZANK,Female,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.72,828.24,Yes
4108-ODTRO,Female,0,No,No,40,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.23,3849.2,No
0986-FZITP,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.17,1788.57,Yes
7246-JDDQV,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),62.25,3672.75,No
6447-XTMRK,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.48,435.24,No
9415-CRIYM,Male,1,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.77,3365.13,No
1729-NVOMZ,Male,1,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.0,3036.0,No
6652-HQMVL,Female,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.4,117.6,Yes
2622-ZQXXT,Male,1,No,No,16,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,115.12,1841.92,No
8423-DKDXR,Male,1,Yes,No,49,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),65.29,3199.21,No
6382-KGIPJ,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),29.68,1365.28,No
7950-PDJZP,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),103.72,2074.4,No
6017-TTNNU,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.72,1168.16,No
6922-JMGJZ,Male,1,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.69,4128.84,No
2352-BZUIL,Male,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,102.12,7352.64,No
3676-PRZIV,Male,1,Yes,Yes,14,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.49,1322.86,No
4917-GKTMN,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),51.34,2104.94,Yes
5280-EMQDI,Male,0,No,Yes,44,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,114.87,5054.28,No
3284-YAHRV,Female,0,No,No,46,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29.82,1371.72,No
4845-KRFFY,Male,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.03,1152.54,Yes
7916-NRNQY,Male,0,Yes,No,22,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),88.29,1942.38,No
5802-WKPRI,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.05,1970.4,No
2940-ASXCB,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.73,1088.22,No
0645-XDRNS,Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),46.25,1156.25,No
2397-BVECL,Male,1,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,116.77,350.31,No
4146-SGTXD,Female,1,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),55.33,2489.85,No
8500-XKVID,Female,0,No,No,48,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.67,1136.16,No
1053-HFSTE,Female,0,No,Yes,36,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),69.52,2502.72,No
4909-YOLXE,Male,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,85.84,4292.0,No
2107-DZZSA,Male,0,No,No,17,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,31.64,537.88,No
3831-AAFWY,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,90.15,1803.0,Yes
0422-ZMZUL,Male,0,No,No,60,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),31.46,1887.6,Yes
1457-PMDAA,Female,1,No,Yes,70,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,49.86,3490.2,No
1974-TBQPQ,Female,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),22.66,1404.92,Yes
6297-TQVPI,Male,1,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),51.91,2284.04,No
9755-XDHRN,Male,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,86.93,3477.2,No
6547-MVZJN,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),100.44,6729.48,No
3566-HFCWA,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.41,2456.86,Yes
1200-COYHI,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.23,210.46,Yes
7481-PPQBH,Male,0,No,No,64,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.34,3285.76,Yes
8290-KLPSX,Male,1,Yes,No,28,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.16,2944.48,No
6791-SNCTA,Female,1,Yes,Yes,12,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,67.51,810.12,No
6794-JSSPF,Female,1,No,Yes,65,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.3,4114.5,Yes
6403-OGMBP,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,86.37,3022.95,No
3854-SJIJK,Male,1,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.38,6575.94,No
8647-XHIGC,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),110.35,6731.35,No
3262-FJLIF,Female,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,30.87,1327.41,Yes
0023-TAIOH,Female,0,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),64.36,1802.08,No
5763-YOAUZ,Female,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,110.34,5627.34,No
4645-ESWZQ,Male,1,No,Yes,52,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,47.13,2450.76,No
7028-FDAWV,Female,1,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),89.34,1786.8,Yes
4824-QISAR,Male,1,Yes,No,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),102.82,616.92,No
7090-JFIBF,Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),104.31,4798.26,No
2210-EDYTW,Male,1,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.97,1331.46,No
7509-XTZPZ,Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,65.89,4678.19,Yes
0493-KQNGW,Male,1,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.85,388.5,No
5216-NOGNL,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,102.28,204.56,No
1398-UNWYF,Male,1,Yes,Yes,17,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.13,1889.21,Yes
2169-ELKPZ,Male,1,Yes,No,39,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,42.32,1650.48,No
6225-SBXTJ,Female,1,No,Yes,68,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.38,2337.84,Yes
1318-QYIHZ,Female,1,No,Yes,48,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),95.13,4566.24,No
1096-HRLRM,Male,1,Yes,Yes,64,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,63.28,4049.92,No
7967-ATMSB,Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),113.53,2157.07,No
5768-QRNAH,Male,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.65,816.25,No
3280-WNWQF,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.14,3169.14,No
6151-YNGWO,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),109.03,5778.59,No
8809-LQTJZ,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.8,308.0,No
2843-FTSDR,Female,0,Yes,No,37,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,105.81,3914.97,No
1783-IWGCR,Male,0,Yes,Yes,18,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,102.46,1844.28,No
6781-RQTCB,Female,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),78.25,1878.0,No
0341-XKPTJ,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,44.69,178.76,No
3786-QCQQP,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,26.3,52.6,Yes
7270-OIZEI,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),53.2,3404.8,No
4303-VRXFK,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,112.76,4848.68,No
7714-RURET,Male,1,No,Yes,57,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),81.08,4621.56,No
8875-JAAQS,Female,1,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,95.95,2590.65,No
1705-VZNSL,Male,1,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.41,1393.63,No
4701-EECHJ,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),117.8,2827.2,No
2144-BQLCB,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),90.94,1455.04,No
9857-PLKGI,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,79.06,1897.44,No
6235-ODFXS,Male,0,No,Yes,56,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,67.47,3778.32,No
