customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8824-WBBWN,Female,1,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),80.68,2259.04,No
8126-TSFDE,Male,1,No,Yes,14,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),55.43,776.02,No
7867-KPUQO,Male,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),93.45,6167.7,No
6737-QVWKW,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.56,791.84,Yes
4706-VNTJP,Female,1,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),102.16,1736.72,No
1288-AHFJX,Female,1,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.87,2152.36,No
5976-QFHME,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,73.27,2710.99,No
2140-VASIG,Female,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.31,2377.92,No
4694-FLIDK,Male,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.47,1807.38,No
0316-TPUKY,Male,0,Yes,Yes,20,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,105.34,2106.8,No
6189-MBZSO,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.49,503.84,Yes
7838-IIJHX,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,36.46,1349.02,No
4005-OWOJN,Female,1,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.49,6964.3,No
2941-NSJTS,Female,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,57.31,3323.98,No
6521-CMSMS,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),89.37,268.11,Yes
7142-ILGEW,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.92,3970.76,No
0394-XOWYP,Male,1,No,Yes,61,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.53,6010.33,No
5324-BPFYX,Female,1,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),116.05,1972.85,No
3629-ZSQVA,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,89.87,3774.54,No
0475-MPQJU,Male,1,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),97.22,1749.96,No
8924-FADQA,Male,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.74,1759.32,No
5111-MOZHC,Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.67,5083.5,No
5659-ONFVP,Female,1,No,No,57,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.22,5712.54,No
6644-NCPLA,Male,1,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.35,2310.35,Yes
5538-WMVLX,Male,1,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.07,1303.64,Yes
8682-CEFHV,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,29.5,472.0,No
9499-RFADF,Male,1,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,64.2,449.4,Yes
3640-IJSQW,Male,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.55,616.8,Yes
8436-AZIAO,Male,1,No,Yes,15,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,116.2,1743.0,No
0752-MOCFA,Male,0,No,Yes,30,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,30.56,916.8,No
2508-VMWKH,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.74,412.28,No
6039-TQUHV,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,98.16,1177.92,No
0312-OLHWL,Female,1,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.83,2823.84,No
0125-BDNZI,Female,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.14,861.64,No
8767-XAUVW,Male,0,No,Yes,47,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,40.78,1916.66,No
0570-KNDMM,Male,1,No,Yes,25,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,73.02,1825.5,No
2224-TMYYP,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),47.74,1670.9,No
0974-LQOMM,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),31.93,1277.2,No
4914-WTRIP,Male,1,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.26,1876.68,No
0342-XAIUE,Male,1,No,Yes,22,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.54,1617.88,Yes
7334-BVIIH,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),21.71,43.42,No
8321-AACOI,Female,0,No,Yes,45,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),73.95,3327.75,No
0713-TLQCF,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),58.26,4019.94,No
5138-PWJLT,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),102.55,4307.1,No
2792-NGSAW,Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),76.61,3753.89,No
5258-QSDKV,Female,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),112.87,790.09,No
2330-SSACF,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.69,550.83,Yes
5259-IWCRN,Male,0,No,No,67,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),100.13,6708.71,No
9550-AVAJO,Female,0,No,Yes,28,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,86.2,2413.6,No
0439-ZYPUI,Male,0,Yes,No,45,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,18.26,821.7,No
4758-KIAIS,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.65,1520.75,No
2202-FKVCU,Male,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,90.86,454.3,No
9649-QISGW,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),86.81,1649.39,No
3784-NCPTS,Female,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),60.86,3712.46,No
6756-YAMIX,Female,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.91,676.94,Yes
7930-CCGFR,Male,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.2,1861.8,No
0043-EUBHR,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,70.18,4210.8,No
7710-JIWQO,Female,1,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),18.36,716.04,No
3527-AXQAX,Female,1,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,91.11,5284.38,No
6404-PASEJ,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,30.07,631.47,No
3870-FZQAH,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.89,521.34,No
0263-EVHRE,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,18.43,939.93,No
4019-JWSSM,Male,1,No,No,17,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),51.32,872.44,No
7999-YSWMU,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.52,6091.2,Yes
5488-ORXEZ,Male,1,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.23,5270.33,No
2483-GRFWD,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,72.66,4940.88,No
8179-CKBGT,Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),107.45,7414.05,No
5435-CPKEF,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.06,4879.18,No
3170-HXMGE,Female,1,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),69.16,414.96,No
2986-SMQEY,Female,1,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,58.36,3384.88,No
1783-GHILN,Male,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,29.14,29.14,No
1548-YSYNX,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),101.43,7100.1,No
9537-WPDDM,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,90.6,3533.4,No
2742-CKKPE,Female,1,Yes,No,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,89.74,5474.14,No
0074-NTQBP,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),91.02,728.16,No
1844-MKNHR,Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.2,3526.4,No
6337-ANJKF,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,55.91,2683.68,No
7837-MGTAX,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,56.29,2870.79,No
1219-VEFAX,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,84.73,1779.33,No
6140-FIWJQ,Male,1,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.23,1843.81,Yes
5758-BSEJR,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.58,460.64,No
2246-PFSMS,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.07,552.56,No
3477-PAYVH,Female,0,No,Yes,13,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,64.51,838.63,No
9112-QUQFJ,Female,0,No,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.84,2159.92,No
4715-MVOVC,Female,1,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.34,4040.4,No
0278-BZZKP,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.67,4546.85,No
7656-DBNUO,Female,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.49,734.9,No
5612-UBHBD,Female,1,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,62.12,1615.12,No
8514-TBQIT,Male,1,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.13,1027.17,No
2331-CMSPF,Female,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.34,586.88,No
3072-MQPNJ,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,45.42,1953.06,No
1216-RKJPM,Male,1,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.82,2302.44,No
1079-REGCU,Male,1,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.61,5799.04,No
3266-ZKKXV,Male,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.09,703.15,No
3871-DNWTD,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,84.48,591.36,No
5480-BPZXA,Female,1,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,32.66,555.22,Yes
1573-WMORS,Female,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),73.0,292.0,No
3069-WORBN,Male,1,Yes,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,1105.0,Yes
9707-OTVCU,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),113.99,5927.48,No
9492-OMEOV,Female,0,No,Yes,64,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.43,4891.52,No
7143-PFHFU,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),75.37,602.96,No
9241-DYGOV,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.29,1009.73,Yes
7326-PHVDJ,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.1,4956.6,No
1205-AALMI,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.59,957.24,No
3037-CAVPO,Male,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.94,1142.68,Yes
5016-XZGAY,Male,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),61.87,2846.02,No
9966-BMHFD,Female,1,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),107.5,2472.5,No
8958-XNHJC,Female,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.16,2329.96,Yes
0364-SIRNL,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),31.63,1613.13,No
5977-YUBEN,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,29.92,1555.84,No
7307-KXXEI,Male,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,55.63,3894.1,No
4200-QFLNP,Female,0,No,No,45,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.03,3601.35,No
7763-DERFV,Female,1,No,No,8,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),48.12,384.96,No
8300-DRFBK,Female,1,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.0,3696.0,No
3038-ISKCQ,Male,1,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.54,3614.82,No
9210-FDDOX,Male,1,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,114.45,3319.05,No
7999-SUCPZ,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),88.26,3795.18,No
9926-GCYBQ,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),110.86,1108.6,No
7628-UCGKQ,Female,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.21,1097.46,No
9798-RTGDM,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),48.06,240.3,No
4364-BPAJU,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.57,118.71,No
3763-BGIVD,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),105.71,3382.72,No
5130-GJLXZ,Male,0,No,Yes,27,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),67.12,1812.24,Yes
7930-MGFVK,Female,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.75,334.75,No
5326-XCIPW,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),38.56,1426.72,No
6697-YNQPW,Female,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),97.29,2724.12,No
3462-UJPQR,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,26.99,1511.44,No
9116-TRZVB,Female,0,No,Yes,55,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,90.54,4979.7,No
6988-ZGGUN,Female,1,No,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,56.64,1359.36,No
6808-FUDAV,Female,0,No,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.14,1313.66,No
4186-FWITH,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.06,1945.08,No
1323-WBPXW,Female,1,Yes,No,35,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),49.92,1747.2,No
0295-YAQWE,Female,1,Yes,No,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),59.86,2933.14,No
3898-IGJSC,Female,1,No,Yes,46,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.76,4542.96,No
6680-UPAWL,Female,1,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.91,862.92,Yes
8593-DPDLB,Female,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),54.11,3733.59,No
7589-TQFTE,Female,0,No,No,11,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),41.71,458.81,No
