customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1994-DLYYM,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.01,270.05,No
0968-GOZYC,Male,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),115.35,5767.5,No
7412-SEERG,Male,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),107.08,3105.32,No
8099-PJZYN,Male,1,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.8,3808.8,No
0732-DLOQU,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),95.22,1999.62,No
3225-FAWFB,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.44,3921.68,Yes
7135-FKSKD,Male,1,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.78,2195.7,No
6447-OMBJP,Female,1,Yes,No,43,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.38,4230.34,No
7881-BRTCJ,Male,1,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.53,909.19,Yes
8549-HAGIH,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),55.54,1388.5,No
0391-HTTSY,Female,1,Yes,Yes,23,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),23.76,546.48,Yes
3477-YAZMP,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.05,1893.5,No
1368-RYVLB,Male,1,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,52.9,264.5,No
9032-ISDRB,Male,1,Yes,No,30,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.07,3092.1,No
0450-UVEMB,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,88.72,1951.84,No
5958-UTTSY,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.67,2823.45,No
2623-PBPPZ,Female,1,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.21,1476.81,No
4832-FBXZU,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,72.26,867.12,No
5857-OIMRP,Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),73.82,2583.7,No
7112-JHOCK,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.45,1005.1,No
7100-VUKUQ,Male,1,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),61.86,309.3,No
3585-HAEJT,Male,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.06,2823.6,No
8197-JMNNE,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.8,380.8,No
6294-ZEBNM,Male,1,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.02,1275.5,No
6965-ZXYOT,Female,1,Yes,No,37,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),77.11,2853.07,No
6097-HSDJV,Male,1,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.41,707.89,No
6677-VCZUH,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.15,3071.9,No
7371-CNTJX,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,46.15,3045.9,No
1945-PEZYH,Male,1,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.6,1920.8,Yes
0526-HNOKW,Male,1,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),52.4,1572.0,Yes
5993-TDRYU,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,68.74,4055.66,No
0926-BYMTC,Male,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.79,699.01,No
9107-JJCDI,Male,1,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),95.74,478.7,No
1755-RZGBN,Female,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),109.51,3394.81,No
5116-ZMRNV,Male,1,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.17,1405.95,No
2771-UIXNG,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),19.79,1088.45,No
4912-NSEWO,Male,1,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.86,3994.4,Yes
0058-SNUFV,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.76,2341.92,No
3125-KGLFS,Female,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.01,288.08,No
9914-GXRVR,Female,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,45.96,413.64,No
1167-CYZSQ,Male,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,58.69,2406.29,No
3029-SYWJS,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.93,3472.92,Yes
4753-HWBKT,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.81,376.39,No
3168-OAEPL,Female,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),77.36,2088.72,No
8559-LCFPW,Male,1,Yes,No,10,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,78.88,788.8,No
2075-OSZTG,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.31,862.47,No
9960-CGGED,Male,1,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,61.57,184.71,No
3334-UMXXE,Male,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.99,835.81,No
7180-WYXGT,Male,1,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.5,1171.5,No
3203-WBWJN,Male,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.26,199.56,Yes
5448-MIBRU,Male,1,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.35,1818.45,Yes
7940-GOETH,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.61,7498.31,No
7702-IUSQS,Male,1,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.65,2841.3,No
7117-DFONT,Female,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,90.28,4604.28,No
6467-XHSAG,Female,1,Yes,Yes,67,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,79.23,5308.41,No
5166-QCUXK,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),73.32,3299.4,No
4771-KDHZP,Female,0,No,No,27,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.18,1813.86,No
1943-HQHMP,Female,1,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.48,3074.0,No
8272-IFKCE,Male,0,No,Yes,56,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.48,5234.88,No
7853-DHVIW,Male,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.09,4369.33,Yes
9970-MDESK,Female,1,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,31.97,639.4,No
7848-NQPAT,Female,1,Yes,Yes,69,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,49.19,3394.11,No
2688-YYMKZ,Male,1,No,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),39.16,1644.72,Yes
8752-YHLPZ,Female,1,Yes,No,44,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,112.82,4964.08,No
0496-CZXMD,Male,1,No,Yes,34,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),43.02,1462.68,No
1736-UAXGX,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,44.16,1324.8,No
6428-LCJBQ,Male,1,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,91.22,2280.5,No
1040-FEPII,Female,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,97.71,5960.31,No
9266-MSXKN,Female,1,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,112.24,6060.96,No
7439-PBZQX,Male,1,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),24.86,1690.48,No
4887-XHLVR,Female,1,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),21.43,300.02,No
4466-GULOK,Female,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),23.74,1258.22,No
9890-YTYAK,Male,1,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.54,308.1,No
8494-SQHZP,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.44,7375.68,No
3195-EWPVJ,Male,0,Yes,Yes,60,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),89.01,5340.6,Yes
6890-MWBEL,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.66,923.94,No
3387-YDFGC,Female,1,Yes,No,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,34.27,1713.5,No
9247-FZUDR,Male,1,No,Yes,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.55,586.3,No
5431-IGJYK,Female,1,Yes,No,19,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.89,1555.91,No
7025-XXCCW,Female,1,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),105.43,4638.92,No
1214-JGWPN,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.82,6244.46,No
9929-DFZQR,Male,1,No,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,43.17,2719.71,No
0321-PLKEB,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.28,361.4,No
9827-QZZPP,Female,0,No,Yes,30,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,71.07,2132.1,No
8831-EBBOH,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.96,2644.92,No
2241-VWKBI,Male,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.87,1119.14,Yes
3435-ABGQP,Male,1,Yes,No,38,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,116.92,4442.96,Yes
4586-DCGZF,Female,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,23.3,372.8,No
5799-DWAJR,Female,0,No,Yes,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,19.5,292.5,No
3796-AHXDW,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,111.66,1339.92,No
7837-OKVWD,Female,1,No,Yes,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,68.12,68.12,No
0041-FXFYG,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.25,1985.5,No
7765-VMXHE,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),23.21,580.25,No
0436-YGRMP,Male,0,No,Yes,53,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),98.03,5195.59,No
2064-JCQYI,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.39,6324.57,No
7881-QICGZ,Female,1,Yes,Yes,62,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),110.56,6854.72,No
8622-BCNDA,Female,1,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,74.35,4832.75,No
9655-HMGCG,Female,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.04,1682.4,No
6156-XNQVO,Male,1,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),74.78,448.68,No
3828-UQQME,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.96,455.52,No
2335-DWJJW,Female,1,No,No,58,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.17,5983.86,Yes
7696-SDUIU,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),54.26,2387.44,No
4964-STFSF,Male,1,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,61.21,3733.81,No
8170-PUQGB,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,79.26,2536.32,No
1329-ZYLAW,Female,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.81,636.2,No
9270-ZQQXV,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),80.19,160.38,Yes
5099-PRWDH,Female,0,No,No,70,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.28,3729.6,No
2656-VSUXJ,Male,1,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64.63,3037.61,No
8100-RBQDU,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.74,3923.52,No
7836-SGRPZ,Female,1,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.6,2099.2,No
0459-OFYTF,Female,0,No,No,69,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.07,1522.83,No
3967-BDSCG,Female,1,Yes,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.62,3111.48,No
2027-BUTJF,Male,1,Yes,No,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,29.04,290.4,No
3586-IHCXX,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),62.55,3127.5,No
7904-SDLVP,Female,1,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.51,1430.44,Yes
8986-CEADR,Male,1,No,No,69,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),98.48,6795.12,No
3536-NMJYI,Female,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,21.23,1082.73,No
5398-NGAAW,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,26.7,774.3,No
9664-ETVWQ,Female,1,Yes,Yes,69,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),80.95,5585.55,No
3055-IHBVW,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),50.1,751.5,No
9292-RQMYR,Male,1,No,Yes,27,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),100.06,2701.62,No
8509-KIBBD,Male,1,Yes,No,64,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.76,6768.64,Yes
5472-LGONN,Male,1,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.09,1451.07,No
7636-GPCLA,Male,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,80.73,3309.93,No
1940-FPPCM,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),47.43,1754.91,Yes
8287-YOJHY,Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.25,4963.75,Yes
0592-RZOJV,Male,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.55,688.95,Yes
2956-OJDCI,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),68.88,1033.2,Yes
6003-RLUET,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93.86,1877.2,No
4322-VYKPG,Male,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),71.2,498.4,No
3142-TALKT,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.36,151.8,No
4203-UXOZS,Female,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.68,3857.76,No
4083-MVIQX,Female,1,No,No,42,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,116.23,4881.66,No
1934-UWZZK,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.88,1456.68,No
5019-BKUKH,Male,1,Yes,No,45,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,74.79,3365.55,No
6299-DGDEX,Female,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.52,5203.36,Yes
4352-SVKYA,Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.6,412.8,No
2687-KCVZY,Male,1,No,No,13,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),18.46,239.98,No
5618-BSFEH,Female,1,Yes,Yes,52,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,111.64,5805.28,No
0367-GHSRY,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.77,3516.11,No
3336-FDUGB,Female,1,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.26,1586.7,No
8676-RWHHP,Female,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.67,3666.85,Yes
3282-TYVUQ,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.79,104.37,No
6098-QBWFE,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.53,3300.04,No
8836-IMGVO,Female,1,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,32.19,418.47,Yes
7016-KTXFY,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.42,3925.2,No
6696-VOJWA,Male,0,No,Yes,58,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),113.84,6602.72,No
6850-SISNA,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,99.88,4594.48,Yes
0106-YMZDX,Male,1,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),111.32,2115.08,No
5421-OCINP,Female,1,Yes,Yes,69,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),52.54,3625.26,No
4976-TDSGT,Male,1,No,Yes,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,53.17,3456.05,No
8793-QDUIA,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),116.29,465.16,Yes
