customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6171-VBMRJ,Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,75.13,976.69,No
7015-XEHZI,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),36.61,1720.67,No
7318-IYOLI,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,86.67,780.03,No
3018-OUXGR,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,88.81,6216.7,No
7691-MHKYM,Male,1,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.82,6469.2,No
7708-ZGFBO,Male,1,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),18.32,91.6,No
1685-ZTRVP,Female,1,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),78.62,5503.4,No
8115-YAHRL,Male,1,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,106.27,6482.47,No
4047-QMFTJ,Male,0,No,Yes,72,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),63.73,4588.56,No
3453-VJJIQ,Female,0,Yes,Yes,68,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.26,5729.68,No
9157-QRZSJ,Female,1,No,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,80.06,4883.66,No
4648-GLHWE,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),35.17,633.06,Yes
0081-BGAHM,Male,1,Yes,Yes,14,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,109.09,1527.26,No
9991-NBOCD,Female,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.51,973.83,No
7252-RGOWG,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,24.44,782.08,Yes
1175-KOJIR,Female,1,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,59.9,179.7,No
6981-ZBQJE,Male,1,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),94.6,5770.6,No
6031-JJYDA,Male,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,85.21,1192.94,No
9212-ELPKV,Female,1,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),62.68,501.44,Yes
3481-SWAEA,Female,1,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.37,5635.27,No
1664-BIUCV,Female,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.55,342.2,No
1171-YXNHJ,Male,0,Yes,No,61,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),36.67,2236.87,Yes
4465-PGHYM,Male,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,62.19,2425.41,No
6963-KCDPH,Male,0,Yes,No,48,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,56.52,2712.96,No
6680-AJLWP,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.84,3875.28,No
9921-JJJYD,Female,1,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,25.03,175.21,No
3440-JBRUF,Male,1,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.89,1456.02,Yes
9322-RXGNT,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,49.1,2700.5,No
8227-WJFUP,Female,0,No,No,35,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,57.02,1995.7,No
7915-XEZMH,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),40.82,898.04,No
1037-VASLN,Male,1,Yes,No,58,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),82.84,4804.72,No
5719-IPIYQ,Male,1,Yes,No,61,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),35.07,2139.27,No
6802-CTRCE,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),83.85,5785.65,Yes
0490-PCDST,Male,1,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.19,3583.3,No
3519-DYJVN,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),98.34,7080.48,No
4202-EZFFZ,Male,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,66.62,1132.54,No
3029-SVTAI,Female,1,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.77,2276.04,Yes
6718-CWRRF,Female,1,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),112.39,4046.04,No
2950-ZBDOU,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.7,3949.4,No
7136-MULKE,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),71.03,2699.14,No
1748-FAGHC,Female,1,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),63.59,4196.94,No
3200-JGYOP,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.78,2616.96,Yes
3921-EQSGC,Male,1,No,No,60,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,88.39,5303.4,No
5303-EIMST,Male,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,86.01,2150.25,No
4498-OZOPV,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),102.99,3398.67,No
0530-EVQBO,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,66.89,4816.08,No
3766-OCFWW,Female,1,No,Yes,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),80.12,160.24,Yes
8164-OFQED,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),57.13,628.43,No
8416-CBVPQ,Female,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,115.15,8290.8,No
4354-UCHDD,Female,1,Yes,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,33.29,1065.28,No
5515-KKSCN,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.22,4479.84,No
8927-JUZGP,Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,102.16,1225.92,No
2683-FIGSN,Female,1,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,117.31,5396.26,No
7309-EVUVL,Female,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,87.01,3393.39,No
5063-GQFMU,Female,1,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),32.39,323.9,Yes
9185-EUHOV,Male,0,No,Yes,65,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.72,7001.8,No
2064-KCROB,Female,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.44,1838.48,Yes
8961-HLTGO,Male,0,Yes,No,71,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.35,5136.85,Yes
7349-QPESU,Male,0,No,No,53,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.59,3741.27,No
8791-KNHDD,Male,1,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.18,223.08,No
5191-SIKXP,Male,1,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.55,311.85,Yes
0911-MOLLP,Male,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.1,2805.0,No
5825-OLDNL,Female,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,83.48,1168.72,No
2295-DDGFU,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),48.43,774.88,No
4575-LEULS,Male,0,No,No,19,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),112.03,2128.57,No
5074-LRIMV,Male,0,No,No,70,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,61.86,4330.2,No
9622-GFLMX,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),118.14,6025.14,No
9256-WNZYW,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),56.66,4079.52,No
7304-CBBKU,Male,1,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,112.83,5077.35,No
9708-SQADY,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,49.35,3405.15,No
3132-CRADK,Male,1,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.31,1226.03,No
5572-OFYYW,Male,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.36,930.24,No
1223-POIGW,Female,1,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,34.75,973.0,No
4824-KFMBB,Female,1,No,No,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,99.06,891.54,No
7457-MJLAM,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.82,3400.1,No
8416-QIAZC,Male,1,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.69,5454.33,No
4881-HMKPQ,Female,0,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),107.02,642.12,No
9449-ADZSW,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,65.05,1235.95,No
3415-YRKAK,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),62.93,2202.55,No
1090-HCUFM,Female,1,No,Yes,36,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,26.26,945.36,No
8813-ZGWMX,Female,1,Yes,Yes,13,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,26.2,340.6,Yes
3173-OAKWB,Male,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.09,627.25,No
7485-WCFBT,Male,1,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,81.28,1869.44,No
4603-UEZEW,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),74.6,74.6,No
5980-NKPNT,Male,1,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.15,1111.05,No
2986-JBLRP,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.26,5388.48,Yes
7356-FCVAY,Male,1,No,No,49,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.2,2312.8,Yes
8422-KDBAH,Male,1,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,102.86,6685.9,No
8106-GBGPM,Male,1,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.63,368.15,Yes
5899-FQMPA,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,110.04,3961.44,No
2581-RBCAK,Male,1,No,Yes,45,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,42.57,1915.65,No
1524-KEDQI,Female,1,Yes,Yes,43,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.65,3897.95,No
5178-UNHPP,Female,1,Yes,No,68,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.43,7577.24,No
3421-RZEUZ,Male,1,No,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,35.28,317.52,Yes
4829-ZUYFU,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.36,1125.04,Yes
4173-RZWUH,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,88.46,2565.34,No
0337-UDATB,Female,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.31,1387.13,Yes
2294-NKHOV,Male,0,No,Yes,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,108.83,6529.8,No
4153-IIULG,Female,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.02,2791.24,Yes
1433-AUDEN,Male,0,Yes,Yes,58,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.09,5515.22,No
1755-ZUEAI,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,63.9,702.9,No
5528-WBKJL,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,95.06,6083.84,No
6702-VKMHN,Female,0,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.32,2127.24,Yes
0487-BHNKE,Female,1,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.65,386.6,No
4695-CISAH,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.98,359.9,No
3847-MIOWI,Female,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.59,561.34,Yes
0412-XFISW,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.21,545.68,No
5250-MMRDF,Male,1,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,109.37,3390.47,No
9776-XSALL,Male,0,No,Yes,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.83,2551.63,No
7934-UORYX,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.58,2807.98,Yes
0088-MGXUW,Female,0,No,No,23,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,62.82,1444.86,No
0472-FRPXV,Female,0,Yes,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,96.57,5504.49,No
4359-WTZVU,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,45.01,1935.43,No
7834-FEYBI,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.45,2286.25,Yes
1979-AGYTU,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.9,347.6,No
6375-FFWYY,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.33,177.99,No
3188-JECDA,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),93.42,2428.92,No
0631-RMOXE,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.7,363.2,No
1035-WPNPP,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,99.49,6765.32,No
9175-OLZHA,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,114.51,2061.18,No
5237-JKPSU,Male,0,No,Yes,12,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.53,270.36,Yes
7049-XIDFT,Male,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.86,1612.34,No
6777-PHPBA,Male,1,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.6,1698.4,No
3736-ZJWLE,Female,1,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.4,683.2,Yes
5867-YYJHA,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),40.61,121.83,No
9710-HXCQO,Male,1,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.6,3878.6,No
4307-ERDJX,Male,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,106.58,7673.76,No
0122-VBTJN,Male,1,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.7,6246.6,Yes
0755-HNQXV,Female,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),98.52,3054.12,No
6425-DCLSK,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.01,2520.42,No
1592-XGUJR,Female,1,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.65,683.55,No
2261-KHUVS,Male,1,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),62.1,1800.9,No
9076-PXITY,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,91.76,3853.92,No
9077-FZJSS,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,102.3,613.8,No
8986-AJLVU,Male,1,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,87.7,2894.1,Yes
2144-DNFMV,Female,1,No,Yes,66,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.39,5767.74,No
5828-DTWQL,Male,1,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,106.83,1602.45,No
0881-IYUSO,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.88,1296.68,No
9551-JVYUC,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.11,2019.71,No
2066-UWSUY,Male,1,No,No,32,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),97.31,3113.92,No
