customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1137-ZTWUO,Female,0,No,No,28,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.62,2509.36,Yes
3442-ISAJX,Female,1,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,43.05,43.05,No
4788-KQHFH,Female,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.4,579.6,No
5129-APSYU,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,66.76,2737.16,No
2318-TXZXR,Male,0,No,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,25.98,1247.04,No
1857-BVQDP,Female,1,No,Yes,61,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.52,3569.72,No
3859-GRXDZ,Male,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.56,917.84,No
0353-XWATQ,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),38.97,1286.01,No
4194-DXTFE,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),78.46,1098.44,No
0192-RMVJQ,Female,1,No,Yes,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),36.78,404.58,No
6461-EXEFC,Female,1,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.07,829.26,No
8823-WESXX,Male,1,No,Yes,50,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),44.89,2244.5,No
0709-JTGWX,Female,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.35,3110.85,Yes
9466-HBTKC,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.56,3784.32,No
7959-VFAAM,Female,1,Yes,No,14,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),32.23,451.22,No
2615-TDGQA,Female,1,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),93.61,3931.62,No
6124-NGQPT,Female,1,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,43.85,2411.75,No
6570-YKMPP,Male,1,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,88.26,3971.7,No
9985-LHVTC,Male,0,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.54,1639.12,No
1281-QEXER,Female,1,No,No,71,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),95.64,6790.44,No
9028-UMZUQ,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.65,2727.45,No
6731-DEPSL,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.95,1503.2,No
3114-IZULY,Female,1,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.31,498.27,No
6872-PFSBO,Male,1,No,No,11,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,45.45,499.95,Yes
4453-GRVQG,Female,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.02,1045.22,No
8844-COLQL,Female,1,Yes,No,64,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,19.17,1226.88,No
4531-QUXBV,Male,0,No,Yes,53,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),74.63,3955.39,No
5852-ZVVSQ,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,27.09,135.45,No
7177-VIZGI,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.52,3408.44,No
5544-QQJTO,Female,1,Yes,No,13,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,35.48,461.24,No
4896-UNBCQ,Male,1,No,Yes,55,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),112.59,6192.45,No
0622-KGGPH,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.14,1382.7,No
2850-ORRPG,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.11,4427.15,No
5701-IEVVG,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,28.94,1562.76,No
5281-IQFVA,Male,1,Yes,No,9,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),104.44,939.96,Yes
1045-GPSJX,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,83.95,1007.4,No
2529-WGFYM,Male,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),88.03,3785.29,No
8513-ZXBEG,Male,1,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),89.24,2141.76,No
5607-QGMCQ,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),77.33,4253.15,No
1797-NSTEK,Male,1,Yes,Yes,58,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.04,2960.32,No
0200-MYQLX,Male,0,No,Yes,42,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,104.95,4407.9,Yes
5218-BGNEJ,Female,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.23,4750.72,Yes
7252-TTQIH,Female,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.17,984.76,No
0980-XHKAZ,Male,0,No,No,45,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,46.9,2110.5,No
5043-AZTSH,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.9,413.4,No
8289-WCWME,Female,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.69,3387.6,No
8398-JCXJV,Male,1,Yes,No,71,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,40.16,2851.36,No
2573-KGSAG,Male,0,No,No,54,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,48.19,2602.26,Yes
9128-ZQEOW,Female,1,No,No,70,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,46.0,3220.0,Yes
2643-LCQPM,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.46,5684.46,No
0593-NXWNQ,Male,0,No,No,41,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,2394.4,Yes
0334-RKLND,Male,1,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.88,1173.12,Yes
1471-RKXDK,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.35,3125.1,No
5747-ZNZSU,Male,1,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,44.09,1763.6,No
6098-NAUMC,Male,0,No,No,66,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),67.38,4447.08,No
3424-BQUXA,Male,1,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),38.42,960.5,No
4555-OMBRZ,Female,1,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,111.22,8007.84,Yes
1672-HKXNF,Male,0,Yes,No,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),68.3,956.2,No
7521-YHZNQ,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),97.59,4781.91,No
5147-KVJZJ,Female,1,Yes,No,45,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),88.81,3996.45,No
3413-VZEGX,Female,0,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.0,2397.0,No
7297-LXINM,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.57,1150.27,No
0360-KYVOF,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.62,2377.2,No
8625-LYJRR,Female,1,No,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.65,1677.05,No
1880-MSDIF,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,53.18,3243.98,No
7362-MNGGY,Male,0,Yes,No,55,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),100.02,5501.1,No
4585-IOCAI,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,45.01,2025.45,Yes
1379-KJLGE,Male,1,Yes,No,53,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.35,5636.55,No
4002-CXRCF,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),89.29,5089.53,No
8603-KLJHA,Male,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),78.91,946.92,No
2368-JVHCT,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.99,1484.67,No
9876-ZYSLF,Female,1,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,107.33,429.32,No
3140-GUCUQ,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,69.18,276.72,No
1678-AFSQV,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.1,2003.4,No
1643-SVKGZ,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),96.87,387.48,No
5054-EQPCP,Male,0,No,Yes,66,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),107.81,7115.46,No
2228-FTZTE,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),92.07,6629.04,No
2553-CGYBI,Male,0,Yes,Yes,30,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.22,2376.6,Yes
5138-LNQPJ,Female,1,No,Yes,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.42,4005.82,No
9544-HCKMK,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,79.4,2620.2,No
5742-SFEXX,Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.62,75.62,No
9286-LMNBD,Male,1,Yes,No,21,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),50.58,1062.18,No
9613-ISQLC,Male,1,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.93,4264.92,No
5166-HXGOO,Male,0,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.41,1233.45,Yes
6624-ONRMK,Female,0,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),93.84,6381.12,No
5753-WJQDH,Female,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.51,301.53,No
7483-TXBJK,Female,1,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.72,724.08,No
3793-ZIQUL,Male,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.53,6832.98,No
5109-ZGRAN,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,32.66,718.52,No
2395-TMJBB,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.04,1555.48,No
1228-CRPGE,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),87.7,1490.9,No
2433-VAGKD,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.36,50.72,No
7883-LAAYB,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.74,1349.28,No
7456-PHDLX,Female,1,Yes,No,65,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,62.61,4069.65,No
5009-OBDZA,Female,1,No,No,3,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,23.94,71.82,No
2851-IUUOV,Male,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,88.1,3259.7,No
4921-EOSNH,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,68.07,4764.9,No
7668-JJVDK,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.89,2504.47,No
7244-IZBEC,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,75.6,3855.6,No
5731-ZULJN,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),112.17,3925.95,No
9500-ZQUWX,Male,0,No,Yes,70,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,103.84,7268.8,No
8090-QHMQC,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.94,3057.96,No
2617-ZPZWG,Male,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.58,2816.24,No
3965-ZRFSN,Female,1,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),30.81,184.86,No
1797-BINCT,Female,1,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),101.21,2125.41,No
3276-RMPNX,Female,0,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),105.47,4324.27,No
9680-AECLZ,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),45.0,2475.0,No
9612-XEXJN,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),37.38,1794.24,No
0573-JVZOF,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.53,222.36,No
5583-ZMDRV,Male,0,No,Yes,61,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,48.96,2986.56,No
8957-BWDED,Female,1,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,25.74,1827.54,No
0564-EQYHF,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.89,3235.6,No
3782-DYPZX,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,71.68,2293.76,No
5417-DQAFQ,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,55.86,2346.12,No
1396-UIDHL,Female,1,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.01,2670.3,No
2130-EGZAB,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,101.26,4961.74,No
3035-PDXDU,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.67,4228.14,No
9789-SVTEP,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,87.33,5589.12,No
7589-MBTEF,Female,1,Yes,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,76.54,306.16,No
0466-VMINV,Male,1,Yes,No,49,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.75,4544.75,No
5443-YBYYS,Male,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,64.46,3223.0,No
9540-OHPBB,Male,1,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,110.66,6196.96,No
5289-UKFRS,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.68,1349.76,No
5700-BYDSD,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.44,219.52,No
6935-DCHDC,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,92.88,3436.56,No
9740-CJOAD,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,71.21,1352.99,No
6895-WIIVY,Male,1,Yes,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,81.95,983.4,No
3509-FEFXL,Male,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,117.15,2225.85,No
6920-WNFNJ,Female,0,No,Yes,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),92.08,1657.44,Yes
7453-YEYRM,Male,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.1,1247.4,No
4678-QLDMG,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.11,582.66,Yes
3044-AURRV,Female,1,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.79,4396.77,No
6616-BHLPO,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),20.29,486.96,No
7977-WLXWS,Female,0,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.5,2670.0,Yes
2777-JJPXR,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,91.09,4007.96,No
6043-HCAUG,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),105.55,3905.35,No
7475-HEAYL,Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),80.86,4123.86,No
8017-WHTYX,Female,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,103.95,3014.55,No
7814-AZFDC,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,46.35,1668.6,Yes
7251-KPYCZ,Female,0,No,No,49,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),39.13,1917.37,No
5841-ASRLB,Male,0,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),86.47,1815.87,No
7781-QLGGL,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,27.07,297.77,No
6490-BGIBU,Female,1,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.67,938.72,No
8878-MXWDA,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,82.03,3117.14,No
4292-MQVXJ,Female,1,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),114.95,2643.85,Yes
0384-GZYMQ,Male,1,Yes,No,14,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),58.21,814.94,No
1567-SLSKS,Male,0,Yes,No,18,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,81.8,1472.4,Yes
8369-OEFJK,Male,1,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.15,1332.45,No
7347-SYVMD,Male,1,No,Yes,37,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.77,2063.49,No
0296-MVXXS,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),112.38,5057.1,No
2231-DRMOS,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.45,4231.5,No
